state,year,month,T2M_MAX,T2M_MIN,RH2M,PRECTOTCORR
Uttarakhand,2024,10,24.29,15.013225806451612,72.41129032258064,2.96
Uttarakhand,2024,11,20.037333333333333,10.837,64.609,0.0
Uttarakhand,2024,12,16.50483870967742,5.945806451612903,51.98096774193549,36.88
Uttarakhand,2025,1,18.75,6.28,44.95,0.0
West Bengal,2024,1,23.553870967741933,10.611935483870969,71.5241935483871,15.510000000000002
West Bengal,2024,2,29.397931034482756,15.453103448275861,61.85413793103448,21.21
West Bengal,2024,3,34.58419354838709,20.390645161290323,56.1841935483871,44.15
West Bengal,2024,4,42.233333333333334,26.131666666666668,45.321000000000005,3.03
West Bengal,2024,5,37.56612903225806,27.236451612903227,66.91258064516128,264.83
West Bengal,2024,6,34.905,27.735,79.28466666666667,102.53
West Bengal,2024,7,33.001290322580644,27.075161290322583,85.03870967741935,304.49
West Bengal,2024,8,30.801935483870967,26.418709677419354,90.18451612903225,474.95
West Bengal,2024,9,30.800666666666665,26.283,90.20133333333334,402.81
West Bengal,2024,10,30.309032258064516,24.629677419354838,88.14258064516129,236.12
West Bengal,2024,11,27.512999999999998,17.932666666666666,79.449,6.19
West Bengal,2024,12,24.32709677419355,13.120000000000001,78.61387096774195,7.5200000000000005
West Bengal,2025,1,22.09,9.56,81.13,0.0
